,year,age,sex,numwomen,nummen,wtssps
81,1972,41.0,2.0,,,0.8974125122510306
82,1972,49.0,1.0,,,0.459990562003962
83,1972,28.0,2.0,,,1.0279237066194562
84,1972,21.0,1.0,,,1.0538929921267282
85,1972,26.0,1.0,,,0.8788338968740971
86,1972,31.0,2.0,,,1.1576079232792655
87,1972,28.0,2.0,,,1.9897379827455792
88,1972,26.0,1.0,,,0.8788338968740971
89,1972,20.0,2.0,,,0.6859098782014859
90,1972,25.0,1.0,,,0.8788338968740971
91,1972,57.0,2.0,,,1.326726350373704
92,1972,58.0,2.0,,,1.326726350373704
93,1972,54.0,1.0,,,0.7289825566486996
94,1972,35.0,2.0,,,1.0842937910582553
95,1972,40.0,1.0,,,0.6927688674563013
96,1972,57.0,1.0,,,1.093432848660408
97,1972,64.0,2.0,,,0.884517387650749
98,1972,34.0,1.0,,,0.8614351275099086
99,1972,25.0,2.0,,,0.8420728568882756
100,1972,28.0,1.0,,,1.0352938137787042
101,1972,41.0,1.0,,,0.6058870481779584
102,1972,36.0,2.0,,,0.9141450707253006
103,1972,31.0,1.0,,,0.7534004646025815
104,1972,45.0,1.0,,,0.6058870481779584
105,1972,74.0,2.0,,,0.9118482560032211
106,1972,64.0,2.0,,,0.5265479099990069
107,1972,23.0,2.0,,,0.5731626488314563
108,1972,27.0,2.0,,,0.5945837509861812
109,1972,42.0,1.0,,,0.41240116289893186
110,1972,47.0,1.0,,,0.22000339973671953
111,1972,26.0,1.0,,,0.506814205910985
112,1972,34.0,2.0,,,0.9950055511316847
113,1972,52.0,1.0,,,0.6939542257053235
114,1972,24.0,1.0,,,1.889720056996971
115,1972,36.0,2.0,,,0.622219094069017
116,1972,25.0,1.0,,,0.45194038877219905
117,1972,46.0,2.0,,,0.8933085364535611
118,1972,54.0,2.0,,,1.007535601198751
119,1972,27.0,2.0,,,0.3429163745062191
120,1972,20.0,2.0,,,0.34104872608445047
121,1972,53.0,1.0,,,0.6227534573806035
122,1972,47.0,1.0,,,1.1836781963408312
123,1972,70.0,1.0,,,0.9181755054173565
124,1972,69.0,2.0,,,2.226197962606173
125,1972,49.0,2.0,,,0.8925248743696544
126,1972,29.0,2.0,,,1.066340827434378
127,1972,48.0,2.0,,,1.3460683122586865
128,1972,67.0,2.0,,,1.1130989813030865
129,1972,22.0,1.0,,,1.5807802341142971
130,1972,75.0,1.0,,,0.9173700285853269
131,1972,38.0,1.0,,,0.9196807518590481
132,1972,46.0,1.0,,,1.1093736916809915
133,1972,63.0,2.0,,,0.7756245231911563
134,1972,34.0,2.0,,,0.9165517116165661
135,1972,57.0,1.0,,,0.6392375727254469
136,1972,22.0,2.0,,,0.5279701266225705
137,1972,46.0,1.0,,,0.6074821478971704
138,1972,73.0,2.0,,,0.9192554526939472
139,1972,73.0,1.0,,,0.7617610598211951
140,1972,53.0,1.0,,,0.6427381606254297
141,1972,84.0,2.0,,,0.5748493506821989
142,1972,27.0,1.0,,,0.69963910150137
143,1972,69.0,2.0,,,0.5717185101555479
144,1972,82.0,2.0,,,0.5717185101555479
145,1972,67.0,2.0,,,0.596333490811786
146,1972,41.0,1.0,,,0.6108088369829162
147,1972,72.0,1.0,,,0.4711866912232359
148,1972,38.0,1.0,,,0.9146718329725879
149,1972,59.0,2.0,,,0.9443237106646604
150,1972,42.0,1.0,,,0.7396101836808643
151,1972,48.0,1.0,,,1.1093736916809915
152,1972,59.0,2.0,,,0.939180577180875
153,1972,39.0,2.0,,,1.1098251019585341
154,1972,49.0,2.0,,,0.8974125122510306
155,1972,33.0,2.0,,,1.1159027176819802
156,1972,53.0,2.0,,,0.5841106721524624
157,1972,30.0,2.0,,,1.1159027176819802
158,1972,25.0,1.0,,,0.8471720987661739
159,1972,36.0,2.0,,,1.3806367078706852
160,1972,30.0,1.0,,,0.9196807518590481
161,1972,28.0,1.0,,,0.8425580886142678
162,1972,52.0,1.0,,,0.7740336909899705
163,1972,44.0,1.0,,,0.7355819951924478
164,1972,50.0,1.0,,,0.5021261626474766
165,1972,38.0,2.0,,,0.7199586092222234
166,1972,26.0,1.0,,,1.0932806763914333
167,1972,28.0,2.0,,,1.541827765950403
168,1972,81.0,2.0,,,1.1191945254195232
169,1972,55.0,2.0,,,0.9443237106646604
170,1972,76.0,1.0,,,0.9173700285853269
171,1972,29.0,1.0,,,0.8471720987661739
172,1972,19.0,1.0,,,1.2879188263194654
173,1972,76.0,2.0,,,1.134350963971034
174,1972,61.0,1.0,,,0.41134065648652396
175,1972,26.0,1.0,,,0.7199388101523713
176,1972,39.0,2.0,,,0.5685401771286641
177,1972,19.0,1.0,,,0.8586447351719779
178,1972,26.0,2.0,,,0.8735440784096016
179,1972,21.0,2.0,,,0.5237158373896273
180,1972,45.0,2.0,,,0.9339538413844187
181,1972,27.0,2.0,,,0.7171185983882046
182,1972,76.0,1.0,,,0.39803447541312903
183,1972,63.0,2.0,,,1.2225849892611893
184,1972,52.0,1.0,,,0.8099625677901678
185,1972,65.0,1.0,,,0.9599522509367606
186,1972,59.0,1.0,,,1.3499578534456111
187,1972,26.0,1.0,,,1.5807802341142971
188,1972,41.0,2.0,,,0.9309519711446791
189,1972,56.0,1.0,,,0.807359224434412
190,1972,62.0,1.0,,,0.7782724483604206
191,1972,29.0,1.0,,,0.8788338968740971
192,1972,25.0,2.0,,,1.066340827434378
193,1972,41.0,2.0,,,0.8974125122510306
194,1972,21.0,2.0,,,1.9076071571070712
195,1972,49.0,2.0,,,1.4282391781029753
196,1972,38.0,1.0,,,1.170170793630286
197,1972,50.0,1.0,,,0.9956704205034731
198,1972,43.0,1.0,,,0.9462084699844643
199,1972,32.0,1.0,,,1.1765788739682908
200,1972,55.0,2.0,,,0.7513648634838876
201,1972,27.0,2.0,,,1.3150577684863756
202,1972,56.0,1.0,,,1.4934496501850691
203,1972,48.0,2.0,,,1.1418374360361536
204,1972,56.0,1.0,,,1.1610070172174987
205,1972,44.0,2.0,,,0.8925248743696544
206,1972,25.0,2.0,,,0.6358213824498125
207,1972,32.0,1.0,,,0.9146718329725879
208,1972,33.0,2.0,,,1.1159027176819802
209,1972,48.0,1.0,,,0.7355819951924478
210,1972,45.0,1.0,,,0.7396101836808643
211,1972,45.0,2.0,,,1.1103124285689991
212,1972,72.0,1.0,,,0.9173700285853269
213,1972,45.0,2.0,,,0.5955613475284143
214,1972,70.0,2.0,,,0.742745382536881
215,1972,31.0,2.0,,,0.598559927055702
216,1972,20.0,1.0,,,0.8479159398303419
217,1972,22.0,2.0,,,0.34104872608445047
218,1972,63.0,1.0,,,0.41518453380955916
219,1972,70.0,1.0,,,0.49206882346675035
220,1972,68.0,1.0,,,0.9173700285853269
221,1972,43.0,2.0,,,0.8566556399111193
222,1972,53.0,2.0,,,0.9351261628171917
223,1972,44.0,2.0,,,0.8566556399111193
224,1972,37.0,2.0,,,1.065222897657805
225,1972,55.0,1.0,,,2.228779317784545
226,1972,52.0,1.0,,,0.742926439261515
227,1972,64.0,1.0,,,0.7388801892281802
228,1972,,1.0,,,0.7060200593778648
229,1972,64.0,1.0,,,0.9629078717209592
230,1972,27.0,2.0,,,1.9897379827455792
231,1972,28.0,1.0,,,0.8471720987661739
232,1972,22.0,1.0,,,2.1077859842534563
233,1972,61.0,2.0,,,0.9443237106646604
234,1972,82.0,2.0,,,0.6960679153677312
235,1972,22.0,1.0,,,1.5807802341142971
236,1972,30.0,2.0,,,0.9165517116165661
237,1972,29.0,2.0,,,0.8489132486287088
238,1972,60.0,1.0,,,0.6392375727254469
239,1972,39.0,2.0,,,0.9165517116165661
240,1972,21.0,2.0,,,0.8442897555356691
241,1972,56.0,1.0,,,1.2784751454508938
242,1972,72.0,1.0,,,0.7576122295322112
243,1972,61.0,1.0,,,0.6392375727254469
244,1972,71.0,1.0,,,0.49147333768283996
245,1972,56.0,2.0,,,0.7756245231911563
246,1972,71.0,2.0,,,0.9192554526939472
247,1972,48.0,1.0,,,0.6108088369829162
248,1972,43.0,2.0,,,0.741130266992768
249,1972,61.0,2.0,,,0.48503084993728235
250,1972,70.0,1.0,,,0.7617610598211951
251,1972,48.0,2.0,,,0.5199383450727062
252,1972,34.0,2.0,,,1.0452298778156413
253,1972,19.0,1.0,,,1.9742947587395574
254,1972,52.0,2.0,,,0.8796999813503018
255,1972,30.0,1.0,,,0.8614351275099086
256,1972,60.0,1.0,,,1.093432848660408
257,1972,50.0,1.0,,,0.7562271962755502
258,1972,47.0,2.0,,,1.568474467978924
259,1972,50.0,2.0,,,0.939180577180875
260,1972,68.0,2.0,,,1.1130989813030865
261,1972,50.0,1.0,,,0.4840360352149803
262,1972,21.0,1.0,,,0.5240176207063875
263,1972,72.0,2.0,,,1.1130989813030865
264,1972,52.0,1.0,,,0.7782724483604206
265,1972,32.0,2.0,,,1.6737913360125867
266,1972,52.0,1.0,,,0.7782724483604206
267,1972,60.0,2.0,,,1.1747508474583053
268,1972,32.0,1.0,,,0.49062153622248417
269,1972,60.0,2.0,,,0.5841106721524624
270,1972,80.0,2.0,,,0.6922768740520403
271,1972,58.0,1.0,,,0.41518453380955916
272,1972,36.0,2.0,,,0.598559927055702
273,1972,31.0,2.0,,,0.598559927055702
274,1972,30.0,1.0,,,0.5117449377026371
275,1972,63.0,1.0,,,0.7782724483604206
276,1972,34.0,1.0,,,0.49330827412158645
277,1972,29.0,2.0,,,1.0279237066194562
278,1972,36.0,2.0,,,1.1098251019585341
279,1972,39.0,2.0,,,1.1159027176819802
280,1972,73.0,1.0,,,1.376003464668806
281,1972,38.0,1.0,,,0.9146718329725879
282,1972,55.0,1.0,,,1.5565448967208413
283,1972,30.0,1.0,,,0.9196807518590481
284,1972,44.0,2.0,,,1.2608185241059875
285,1972,43.0,2.0,,,0.8359990979524416
286,1972,38.0,1.0,,,0.8567434356691014
287,1972,44.0,2.0,,,1.2608185241059875
288,1972,75.0,2.0,,,0.6484332917327136
289,1972,43.0,1.0,,,0.7186600742710669
290,1972,43.0,2.0,,,1.2539516437183884
291,1972,27.0,1.0,,,0.7935186242055046
292,1972,58.0,1.0,,,1.0874776120898264
293,1972,45.0,1.0,,,1.7650104531753836
294,1972,31.0,1.0,,,0.8779125455043456
295,1972,23.0,2.0,,,0.9812395399581626
296,1972,69.0,1.0,,,0.544633992786835
297,1972,35.0,2.0,,,0.6588927670842387
298,1972,43.0,2.0,,,0.5327854022851183
299,1972,56.0,2.0,,,0.8965267670704381
300,1972,36.0,2.0,,,0.47625289167269486
301,1972,47.0,2.0,,,1.5311432414644703
302,1972,29.0,1.0,,,0.5813489544050734
303,1972,60.0,1.0,,,0.5340684316156701
304,1972,37.0,2.0,,,0.7615874785486489
305,1972,20.0,1.0,,,0.5813489544050734
306,1972,55.0,2.0,,,0.9666946930533281
307,1972,71.0,2.0,,,0.9502194365423955
308,1972,30.0,1.0,,,0.6311060577401014
309,1972,59.0,2.0,,,0.6444872858027775
310,1972,42.0,2.0,,,0.7660943240995368
311,1972,55.0,2.0,,,0.8061410165077391
312,1972,24.0,1.0,,,0.5813489544050734
313,1972,30.0,1.0,,,0.7808280919733915
314,1972,70.0,1.0,,,0.3915216998083661
315,1972,43.0,2.0,,,0.3809181083377333
316,1972,45.0,1.0,,,0.688995793966246
317,1972,25.0,1.0,,,0.8231752034425484
318,1972,37.0,2.0,,,0.6465261007319297
319,1972,22.0,1.0,,,1.4806655676839622
320,1972,27.0,2.0,,,2.3824809614479614
321,1972,28.0,2.0,,,1.2425285899404754
322,1972,42.0,1.0,,,0.8618133855436148
323,1972,42.0,2.0,,,1.0399936353422343
324,1972,30.0,1.0,,,0.8614351275099086
325,1972,40.0,2.0,,,1.2608185241059875
326,1972,37.0,1.0,,,0.8936299851191399
327,1972,24.0,2.0,,,2.485057179880951
328,1972,46.0,1.0,,,0.6927688674563013
329,1972,53.0,2.0,,,1.326726350373704
330,1972,64.0,1.0,,,1.093432848660408
331,1972,20.0,2.0,,,0.9628227920310989
332,1972,60.0,1.0,,,0.7740336909899705
333,1972,33.0,1.0,,,0.9540524531125604
334,1972,70.0,2.0,,,1.4443272500903823
335,1972,60.0,1.0,,,0.7740336909899705
336,1972,26.0,2.0,,,1.0223252568775016
337,1972,74.0,2.0,,,2.0769863299550524
338,1972,33.0,2.0,,,1.1098251019585341
339,1972,23.0,2.0,,,0.4528692389396333
340,1972,19.0,1.0,,,0.46431044852333064
341,1972,59.0,2.0,,,0.4160378415318283
342,1972,70.0,2.0,,,0.4930801475714792
343,1972,52.0,1.0,,,0.6857622780892815
344,1972,,2.0,,,0.30666453653411124
345,1972,75.0,1.0,,,0.2527401959501048
346,1972,49.0,2.0,,,0.7370937995727819
347,1972,49.0,1.0,,,0.6074821478971704
348,1972,46.0,1.0,,,0.6074821478971704
349,1972,45.0,2.0,,,0.46093595728429126
350,1972,28.0,2.0,,,0.5477022254257333
351,1972,23.0,1.0,,,1.04941931574573
352,1972,64.0,1.0,,,0.6427381606254297
353,1972,33.0,2.0,,,0.7784960962457317
354,1972,69.0,2.0,,,0.7765401033161634
355,1972,72.0,1.0,,,0.9599522509367606
356,1972,59.0,1.0,,,0.5399952856554446
357,1972,69.0,2.0,,,0.7765401033161634
358,1972,58.0,2.0,,,0.6552080225451101
359,1972,53.0,1.0,,,1.3435221678395188
360,1972,62.0,1.0,,,0.33584277286711467
361,1972,58.0,1.0,,,0.6340867102318898
362,1972,32.0,2.0,,,0.9141450707253006
363,1972,58.0,2.0,,,0.7735879226697441
364,1972,70.0,2.0,,,0.9168417124391068
365,1972,69.0,1.0,,,0.7515075251401964
366,1972,36.0,1.0,,,0.7492971691833968
367,1972,47.0,1.0,,,0.6025871649602811
368,1972,31.0,1.0,,,0.8731311115981261
369,1972,81.0,2.0,,,2.6436430266881636
370,1972,24.0,1.0,,,0.8086969442436025
371,1972,51.0,2.0,,,1.8028726401719462
372,1972,69.0,2.0,,,0.6608364385840313
373,1972,30.0,2.0,,,1.065222897657805
374,1972,69.0,1.0,,,2.1787809706942527
375,1972,45.0,1.0,,,1.0532227434760897
376,1972,24.0,1.0,,,0.8086969442436025
377,1972,66.0,1.0,,,0.8757067660019601
378,1972,29.0,2.0,,,0.9812395399581626
379,1972,57.0,2.0,,,2.2412665113583703
380,1972,58.0,1.0,,,0.7388801892281802
381,1972,77.0,1.0,,,0.544633992786835
382,1972,30.0,2.0,,,1.1050340203030096
383,1972,56.0,2.0,,,0.5606361413569302
384,1972,49.0,2.0,,,1.1480903574583003
385,1972,52.0,2.0,,,1.8022209412735517
386,1972,40.0,1.0,,,1.882110142819479
387,1972,48.0,1.0,,,2.3654679753395498
388,1972,47.0,2.0,,,1.712691955390338
389,1972,31.0,1.0,,,1.1765788739682908
390,1972,21.0,1.0,,,1.08476770845613
391,1972,84.0,2.0,,,0.30666453653411124
392,1972,61.0,2.0,,,0.5175564283673866
393,1972,46.0,2.0,,,0.247241796796182
394,1972,39.0,2.0,,,0.956852675438373
395,1972,64.0,2.0,,,0.5175564283673866
396,1972,77.0,1.0,,,0.40637621332018664
397,1972,25.0,1.0,,,0.9337062036909707
398,1972,53.0,1.0,,,0.21325029228878042
399,1972,52.0,1.0,,,0.34288113904464074
400,1972,71.0,1.0,,,0.7299187752122361
401,1972,52.0,1.0,,,1.4853157753120034
402,1972,57.0,1.0,,,0.9902476339942767
403,1972,69.0,2.0,,,1.4240253951053161
404,1972,74.0,2.0,,,1.4240253951053161
405,1972,58.0,2.0,,,1.2081054495372001
406,1972,23.0,2.0,,,1.3150577684863756
407,1972,61.0,2.0,,,1.221512466766061
408,1972,60.0,2.0,,,1.5195772268646208
409,1972,36.0,2.0,,,1.4434553172314797
410,1972,58.0,1.0,,,1.050063621168011
411,1972,28.0,1.0,,,1.095843796414776
412,1972,29.0,1.0,,,1.095843796414776
413,1972,25.0,1.0,,,1.095843796414776
414,1972,57.0,1.0,,,1.4522169756483638
415,1972,26.0,2.0,,,2.0558474132389124
416,1972,55.0,1.0,,,1.1610070172174987
417,1972,29.0,2.0,,,0.6631962719309434
418,1972,68.0,2.0,,,1.6695858890815087
419,1972,18.0,2.0,,,1.2787503181761195
420,1972,49.0,1.0,,,1.1033316354292209
421,1972,64.0,1.0,,,0.7782724483604206
422,1972,38.0,1.0,,,0.9196807518590481
423,1972,30.0,1.0,,,0.9146718329725879
424,1972,56.0,2.0,,,1.7524633953759998
425,1972,20.0,2.0,,,1.541827765950403
426,1972,19.0,1.0,,,1.5807802341142971
427,1972,50.0,2.0,,,0.939180577180875
428,1972,38.0,1.0,,,0.9196807518590481
429,1972,64.0,2.0,,,0.9443237106646604
430,1972,74.0,2.0,,,1.382287440970842
431,1972,75.0,2.0,,,0.8644028551254068
432,1972,22.0,1.0,,,1.9630713002657578
433,1972,75.0,1.0,,,0.708524973903343
434,1972,23.0,2.0,,,0.8235816337875261
435,1972,79.0,2.0,,,0.8644028551254068
436,1972,60.0,1.0,,,0.9612236359170722
437,1972,26.0,1.0,,,1.5780152690054192
438,1972,63.0,1.0,,,0.9664874814302866
439,1972,63.0,2.0,,,0.8420154546521903
440,1972,34.0,2.0,,,1.0004543929102687
441,1972,33.0,1.0,,,1.230017373764077
442,1972,53.0,1.0,,,0.697754452521292
443,1972,78.0,1.0,,,0.8269653239981405
444,1972,22.0,2.0,,,0.9165582071086055
445,1972,32.0,1.0,,,1.5301574406098009
446,1972,27.0,1.0,,,0.8479159398303419
447,1972,35.0,2.0,,,0.598559927055702
448,1972,39.0,2.0,,,0.598559927055702
449,1972,24.0,2.0,,,0.5513687968526979
450,1972,22.0,2.0,,,1.3718197564029717
451,1972,28.0,1.0,,,0.4544153012678845
452,1972,57.0,1.0,,,0.6261637750943835
453,1972,48.0,1.0,,,0.39672008193803654
454,1972,26.0,1.0,,,0.908830602535769
455,1972,50.0,2.0,,,0.5841106721524624
456,1972,32.0,2.0,,,1.1159027176819802
457,1972,56.0,2.0,,,1.408718061285921
458,1972,26.0,1.0,,,1.5807802341142971
459,1972,30.0,2.0,,,1.1159027176819802
460,1972,83.0,1.0,,,0.5705458961022593
461,1972,26.0,2.0,,,0.6393032626347723
462,1972,20.0,1.0,,,2.09630620825097
463,1972,41.0,1.0,,,0.7355819951924478
464,1972,56.0,2.0,,,1.221512466766061
465,1972,83.0,2.0,,,2.1714886651206724
466,1972,27.0,2.0,,,1.994402784177558
467,1972,21.0,2.0,,,1.3296516950064485
468,1972,19.0,1.0,,,2.0559866868031564
469,1972,41.0,1.0,,,0.9619481938448549
470,1972,35.0,1.0,,,1.1961506989557955
471,1972,57.0,2.0,,,0.7693746789453701
472,1972,42.0,2.0,,,1.1026962234368192
473,1972,54.0,2.0,,,0.7693746789453701
474,1972,24.0,2.0,,,0.8420728568882756
475,1972,62.0,1.0,,,0.9510944144589208
476,1972,39.0,1.0,,,0.7492971691833968
477,1972,24.0,1.0,,,0.694001534248268
478,1972,66.0,2.0,,,1.3290600621919244
479,1972,55.0,1.0,,,1.1143478885988254
480,1972,25.0,1.0,,,2.012058809618251
481,1972,61.0,2.0,,,0.5606361413569302
482,1972,62.0,2.0,,,0.5575827111843422
483,1972,29.0,1.0,,,0.8389207906337571
484,1972,27.0,1.0,,,0.8389207906337571
485,1972,44.0,2.0,,,0.8566556399111193
486,1972,44.0,1.0,,,0.6927688674563013
487,1972,34.0,2.0,,,1.0452298778156413
488,1972,23.0,1.0,,,0.7891968305662387
489,1972,58.0,2.0,,,1.6504646519462816
490,1972,24.0,1.0,,,1.5360032426825108
491,1972,34.0,2.0,,,1.0395371723141948
492,1972,42.0,2.0,,,0.8405771898099208
493,1972,32.0,2.0,,,1.0452298778156413
494,1972,52.0,1.0,,,0.7388801892281802
495,1972,22.0,2.0,,,1.8309432899836204
496,1972,35.0,2.0,,,1.0594213028330985
497,1972,45.0,1.0,,,1.058990393797518
498,1972,30.0,2.0,,,1.0594213028330985
499,1972,35.0,2.0,,,1.0594213028330985
500,1972,36.0,1.0,,,0.8731311115981261
501,1972,57.0,1.0,,,1.10827874104517
502,1972,28.0,1.0,,,0.6787618348599403
503,1972,42.0,2.0,,,1.156090553918085
504,1972,23.0,2.0,,,1.2765136378733035
505,1972,53.0,2.0,,,1.1726960741035093
506,1972,22.0,1.0,,,1.052049612959382
507,1972,60.0,1.0,,,0.9664874814302866
508,1972,56.0,1.0,,,0.9664874814302866
509,1972,24.0,1.0,,,1.9630713002657578
510,1972,26.0,1.0,,,1.052049612959382
511,1972,55.0,2.0,,,1.1726960741035093
512,1972,20.0,2.0,,,1.5879993914674317
513,1972,30.0,1.0,,,2.284187074736403
514,1972,26.0,2.0,,,1.2765136378733035
515,1972,36.0,2.0,,,1.3857692243966089
516,1972,42.0,2.0,,,1.108370365365844
517,1972,28.0,1.0,,,1.0913684036673719
518,1972,54.0,1.0,,,0.9664874814302866
519,1972,49.0,1.0,,,0.9184752526853847
520,1972,30.0,2.0,,,1.3857692243966089
521,1972,40.0,2.0,,,1.156090553918085
522,1972,55.0,1.0,,,0.742926439261515
523,1972,74.0,1.0,,,0.544633992786835
524,1972,48.0,1.0,,,1.0532227434760897
525,1972,63.0,2.0,,,0.5606361413569302
526,1972,72.0,1.0,,,0.544633992786835
527,1972,30.0,2.0,,,1.0594213028330985
528,1972,78.0,2.0,,,1.5937600029779975
529,1972,44.0,2.0,,,0.8519899789137897
530,1972,48.0,1.0,,,0.7060200593778648
531,1972,29.0,2.0,,,0.9812395399581626
532,1972,21.0,1.0,,,1.5089875442200529
533,1972,20.0,2.0,,,1.8309432899836204
534,1972,52.0,2.0,,,0.9014363200859731
535,1972,40.0,1.0,,,0.7060200593778648
536,1972,42.0,1.0,,,0.7324065097965226
537,1972,54.0,1.0,,,0.742926439261515
538,1972,43.0,2.0,,,0.8566556399111193
539,1972,25.0,1.0,,,0.8086969442436025
540,1972,28.0,2.0,,,0.9812395399581626
541,1972,43.0,2.0,,,1.0656906393435799
542,1972,45.0,1.0,,,0.7021748150335756
543,1972,48.0,2.0,,,1.2849352952630635
544,1972,36.0,2.0,,,1.065222897657805
545,1972,28.0,1.0,,,0.8086969442436025
546,1972,27.0,1.0,,,0.8086969442436025
547,1972,52.0,2.0,,,0.7693746789453701
548,1972,20.0,2.0,,,0.8420728568882756
549,1972,28.0,2.0,,,0.8420728568882756
550,1972,38.0,1.0,,,0.7492971691833968
551,1972,48.0,2.0,,,0.7351583713189622
552,1972,47.0,1.0,,,0.903846867581829
553,1972,59.0,1.0,,,0.637559091018135
554,1972,26.0,1.0,,,0.69963910150137
555,1972,63.0,2.0,,,0.48503084993728235
556,1972,80.0,2.0,,,1.1435656119687996
557,1972,68.0,2.0,,,0.5748493506821989
558,1972,49.0,2.0,,,0.9169541714619486
559,1972,21.0,1.0,,,1.7407200902012874
560,1972,27.0,2.0,,,0.8442897555356691
561,1972,41.0,1.0,,,0.916178913360521
562,1972,31.0,1.0,,,1.1392381155211098
563,1972,76.0,1.0,,,0.7576122295322112
564,1972,26.0,1.0,,,0.69963910150137
565,1972,73.0,1.0,,,0.4711866912232359
566,1972,49.0,2.0,,,0.7370937995727819
567,1972,72.0,2.0,,,0.9192554526939472
568,1972,53.0,2.0,,,0.7756245231911563
569,1972,39.0,2.0,,,1.1402021232772737
570,1972,31.0,2.0,,,0.9141450707253006
571,1972,52.0,2.0,,,0.9623533301945291
572,1972,61.0,1.0,,,0.6340867102318898
573,1972,85.0,1.0,,,0.4673899527979004
574,1972,54.0,1.0,,,0.9920431859230332
575,1972,69.0,2.0,,,1.134350963971034
576,1972,65.0,1.0,,,0.7515075251401964
577,1972,41.0,2.0,,,1.1026962234368192
578,1972,58.0,1.0,,,0.9510944144589208
579,1972,57.0,2.0,,,0.7735879226697441
580,1972,55.0,1.0,,,0.6340867102318898
581,1972,47.0,2.0,,,1.1026962234368192
582,1972,60.0,1.0,,,0.6340867102318898
583,1972,53.0,1.0,,,0.637559091018135
584,1972,57.0,1.0,,,0.7289825566486996
